region,year,month,month_name,date,arrivals
Malaysia,2012,3,Mar,2012-03-01,108054
Mauritius,2012,3,Mar,2012-03-01,813
Myanmar,2012,3,Mar,2012-03-01,8197
Netherlands,2012,3,Mar,2012-03-01,7163
New Zealand,2012,3,Mar,2012-03-01,7469
North Asia,2012,3,Mar,2012-03-01,109198
Norway,2012,3,Mar,2012-03-01,4579
Oceania,2012,3,Mar,2012-03-01,79598
Other Markets In Africa,2012,3,Mar,2012-03-01,1779
Other Markets In Americas,2012,3,Mar,2012-03-01,4424
Other Markets In Europe,2012,3,Mar,2012-03-01,15781
Other Markets In Greater China,2012,3,Mar,2012-03-01,1589
Other Markets In North Asia,2012,3,Mar,2012-03-01,126
Other Markets In Oceania,2012,3,Mar,2012-03-01,1169
Other Markets In South Asia,2012,3,Mar,2012-03-01,1662
Other Markets In Southeast Asia,2012,3,Mar,2012-03-01,3152
Other Markets In West Asia,2012,3,Mar,2012-03-01,1775
Others,2012,3,Mar,2012-03-01,0
Pakistan,2012,3,Mar,2012-03-01,1492
Philippines,2012,3,Mar,2012-03-01,58682
Rep Of Ireland,2012,3,Mar,2012-03-01,1817
Russian Federation,2012,3,Mar,2012-03-01,6603
Saudi Arabia,2012,3,Mar,2012-03-01,1244
South Africa (Rep Of),2012,3,Mar,2012-03-01,2992
South Asia,2012,3,Mar,2012-03-01,82938
South Korea,2012,3,Mar,2012-03-01,34077
Southeast Asia,2012,3,Mar,2012-03-01,484166
Spain,2012,3,Mar,2012-03-01,3107
Sri Lanka,2012,3,Mar,2012-03-01,5286
Sweden,2012,3,Mar,2012-03-01,5175
Switzerland,2012,3,Mar,2012-03-01,7958
Taiwan,2012,3,Mar,2012-03-01,21401
Thailand,2012,3,Mar,2012-03-01,43230
Total International Visitor Arrivals By Place Of Residence,2012,3,Mar,2012-03-01,1243133
USA,2012,3,Mar,2012-03-01,45720
United Arab Emirates,2012,3,Mar,2012-03-01,6088
United Kingdom,2012,3,Mar,2012-03-01,52121
Vietnam,2012,3,Mar,2012-03-01,28214
West Asia,2012,3,Mar,2012-03-01,15711
Africa,2012,4,Apr,2012-04-01,6211
Americas,2012,4,Apr,2012-04-01,47323
Australia,2012,4,Apr,2012-04-01,81927
Bangladesh,2012,4,Apr,2012-04-01,9279
Belgium & Luxembourg,2012,4,Apr,2012-04-01,2637
Brunei Darussalam,2012,4,Apr,2012-04-01,4472
Canada,2012,4,Apr,2012-04-01,7294
China,2012,4,Apr,2012-04-01,173543
Denmark,2012,4,Apr,2012-04-01,2660
Egypt,2012,4,Apr,2012-04-01,345
Europe,2012,4,Apr,2012-04-01,126201
Finland,2012,4,Apr,2012-04-01,2358
France,2012,4,Apr,2012-04-01,14517
Germany,2012,4,Apr,2012-04-01,19375
Greater China,2012,4,Apr,2012-04-01,246075
Hong Kong SAR,2012,4,Apr,2012-04-01,47141
India,2012,4,Apr,2012-04-01,76035
Indonesia,2012,4,Apr,2012-04-01,214289
Iran,2012,4,Apr,2012-04-01,886
Israel,2012,4,Apr,2012-04-01,979
Italy,2012,4,Apr,2012-04-01,4848
Japan,2012,4,Apr,2012-04-01,49203
Kuwait,2012,4,Apr,2012-04-01,389
Malaysia,2012,4,Apr,2012-04-01,96892
Mauritius,2012,4,Apr,2012-04-01,1220
Myanmar,2012,4,Apr,2012-04-01,12114
Netherlands,2012,4,Apr,2012-04-01,5609
New Zealand,2012,4,Apr,2012-04-01,9881
North Asia,2012,4,Apr,2012-04-01,80556
Norway,2012,4,Apr,2012-04-01,3444
Oceania,2012,4,Apr,2012-04-01,92969
Other Markets In Africa,2012,4,Apr,2012-04-01,1628
Other Markets In Americas,2012,4,Apr,2012-04-01,4860
Other Markets In Europe,2012,4,Apr,2012-04-01,11554
Other Markets In Greater China,2012,4,Apr,2012-04-01,2392
Other Markets In North Asia,2012,4,Apr,2012-04-01,101
Other Markets In Oceania,2012,4,Apr,2012-04-01,1161
Other Markets In South Asia,2012,4,Apr,2012-04-01,1837
Other Markets In Southeast Asia,2012,4,Apr,2012-04-01,5027
Other Markets In West Asia,2012,4,Apr,2012-04-01,1464
Others,2012,4,Apr,2012-04-01,1
Pakistan,2012,4,Apr,2012-04-01,1294
Philippines,2012,4,Apr,2012-04-01,75052
Rep Of Ireland,2012,4,Apr,2012-04-01,1463
Russian Federation,2012,4,Apr,2012-04-01,5023
Saudi Arabia,2012,4,Apr,2012-04-01,1029
South Africa (Rep Of),2012,4,Apr,2012-04-01,3018
South Asia,2012,4,Apr,2012-04-01,98688
South Korea,2012,4,Apr,2012-04-01,31252
Southeast Asia,2012,4,Apr,2012-04-01,493900
Spain,2012,4,Apr,2012-04-01,3051
Sri Lanka,2012,4,Apr,2012-04-01,10243
Sweden,2012,4,Apr,2012-04-01,3447
Switzerland,2012,4,Apr,2012-04-01,7726
Taiwan,2012,4,Apr,2012-04-01,22999
Thailand,2012,4,Apr,2012-04-01,56217
Total International Visitor Arrivals By Place Of Residence,2012,4,Apr,2012-04-01,1201953
USA,2012,4,Apr,2012-04-01,35169
United Arab Emirates,2012,4,Apr,2012-04-01,5282
United Kingdom,2012,4,Apr,2012-04-01,38489
Vietnam,2012,4,Apr,2012-04-01,29837
West Asia,2012,4,Apr,2012-04-01,10029
Africa,2012,5,May,2012-05-01,4451
Americas,2012,5,May,2012-05-01,46711
Australia,2012,5,May,2012-05-01,72641
Bangladesh,2012,5,May,2012-05-01,9231
Belgium & Luxembourg,2012,5,May,2012-05-01,1661
Brunei Darussalam,2012,5,May,2012-05-01,4649
Canada,2012,5,May,2012-05-01,6166
China,2012,5,May,2012-05-01,139946
Denmark,2012,5,May,2012-05-01,1644
Egypt,2012,5,May,2012-05-01,267
Europe,2012,5,May,2012-05-01,91559
Finland,2012,5,May,2012-05-01,1607
France,2012,5,May,2012-05-01,10902
Germany,2012,5,May,2012-05-01,14377
Greater China,2012,5,May,2012-05-01,195027
Hong Kong SAR,2012,5,May,2012-05-01,33091
India,2012,5,May,2012-05-01,124147
Indonesia,2012,5,May,2012-05-01,228359
Iran,2012,5,May,2012-05-01,924
Israel,2012,5,May,2012-05-01,977
Italy,2012,5,May,2012-05-01,3639
Japan,2012,5,May,2012-05-01,50006
Kuwait,2012,5,May,2012-05-01,318
Malaysia,2012,5,May,2012-05-01,99568
Mauritius,2012,5,May,2012-05-01,534
Myanmar,2012,5,May,2012-05-01,8984
Netherlands,2012,5,May,2012-05-01,5329
New Zealand,2012,5,May,2012-05-01,10137
North Asia,2012,5,May,2012-05-01,83112
Norway,2012,5,May,2012-05-01,1875
Oceania,2012,5,May,2012-05-01,84044
Other Markets In Africa,2012,5,May,2012-05-01,1399
Other Markets In Americas,2012,5,May,2012-05-01,3806
Other Markets In Europe,2012,5,May,2012-05-01,8997
Other Markets In Greater China,2012,5,May,2012-05-01,1383
Other Markets In North Asia,2012,5,May,2012-05-01,88
Other Markets In Oceania,2012,5,May,2012-05-01,1266
Other Markets In South Asia,2012,5,May,2012-05-01,1790
Other Markets In Southeast Asia,2012,5,May,2012-05-01,3647
Other Markets In West Asia,2012,5,May,2012-05-01,1297
Others,2012,5,May,2012-05-01,3
Pakistan,2012,5,May,2012-05-01,1489
Philippines,2012,5,May,2012-05-01,72484
Rep Of Ireland,2012,5,May,2012-05-01,1240
Russian Federation,2012,5,May,2012-05-01,3939
Saudi Arabia,2012,5,May,2012-05-01,874
South Africa (Rep Of),2012,5,May,2012-05-01,2251
South Asia,2012,5,May,2012-05-01,142003
South Korea,2012,5,May,2012-05-01,33018
Southeast Asia,2012,5,May,2012-05-01,490836
Spain,2012,5,May,2012-05-01,2131
Sri Lanka,2012,5,May,2012-05-01,5346
Sweden,2012,5,May,2012-05-01,2008
Switzerland,2012,5,May,2012-05-01,5467
Taiwan,2012,5,May,2012-05-01,20607
Thailand,2012,5,May,2012-05-01,42583
Total International Visitor Arrivals By Place Of Residence,2012,5,May,2012-05-01,1146448
USA,2012,5,May,2012-05-01,36739
United Arab Emirates,2012,5,May,2012-05-01,4312
United Kingdom,2012,5,May,2012-05-01,26743
Vietnam,2012,5,May,2012-05-01,30562
West Asia,2012,5,May,2012-05-01,8702
Africa,2012,6,Jun,2012-06-01,5083
Americas,2012,6,Jun,2012-06-01,52552
Australia,2012,6,Jun,2012-06-01,92951
Bangladesh,2012,6,Jun,2012-06-01,9782
Belgium & Luxembourg,2012,6,Jun,2012-06-01,1669
Brunei Darussalam,2012,6,Jun,2012-06-01,6980
Canada,2012,6,Jun,2012-06-01,5356
China,2012,6,Jun,2012-06-01,122630
Denmark,2012,6,Jun,2012-06-01,1801
Egypt,2012,6,Jun,2012-06-01,304
Europe,2012,6,Jun,2012-06-01,87205
Finland,2012,6,Jun,2012-06-01,1745
France,2012,6,Jun,2012-06-01,9301
Germany,2012,6,Jun,2012-06-01,13106
Greater China,2012,6,Jun,2012-06-01,182892
Hong Kong SAR,2012,6,Jun,2012-06-01,36897
India,2012,6,Jun,2012-06-01,93694
Indonesia,2012,6,Jun,2012-06-01,253510
Iran,2012,6,Jun,2012-06-01,1345
Israel,2012,6,Jun,2012-06-01,1088
Italy,2012,6,Jun,2012-06-01,3668
Japan,2012,6,Jun,2012-06-01,52387
Kuwait,2012,6,Jun,2012-06-01,979
Malaysia,2012,6,Jun,2012-06-01,107356
Mauritius,2012,6,Jun,2012-06-01,681
Myanmar,2012,6,Jun,2012-06-01,7397
Netherlands,2012,6,Jun,2012-06-01,5194
New Zealand,2012,6,Jun,2012-06-01,12021
North Asia,2012,6,Jun,2012-06-01,86815
Norway,2012,6,Jun,2012-06-01,2506
Oceania,2012,6,Jun,2012-06-01,106256
Other Markets In Africa,2012,6,Jun,2012-06-01,1507
Other Markets In Americas,2012,6,Jun,2012-06-01,3728
Other Markets In Europe,2012,6,Jun,2012-06-01,8462
Other Markets In Greater China,2012,6,Jun,2012-06-01,2359
Other Markets In North Asia,2012,6,Jun,2012-06-01,34
Other Markets In Oceania,2012,6,Jun,2012-06-01,1284
Other Markets In South Asia,2012,6,Jun,2012-06-01,1729
Other Markets In Southeast Asia,2012,6,Jun,2012-06-01,3388
Other Markets In West Asia,2012,6,Jun,2012-06-01,2430
Others,2012,6,Jun,2012-06-01,5821
Pakistan,2012,6,Jun,2012-06-01,3119
Philippines,2012,6,Jun,2012-06-01,49957
Rep Of Ireland,2012,6,Jun,2012-06-01,1560
Russian Federation,2012,6,Jun,2012-06-01,3567
Saudi Arabia,2012,6,Jun,2012-06-01,2519
South Africa (Rep Of),2012,6,Jun,2012-06-01,2591
South Asia,2012,6,Jun,2012-06-01,114364
South Korea,2012,6,Jun,2012-06-01,34394
Southeast Asia,2012,6,Jun,2012-06-01,502674
Spain,2012,6,Jun,2012-06-01,2263
Sri Lanka,2012,6,Jun,2012-06-01,6040
Sweden,2012,6,Jun,2012-06-01,2043
Switzerland,2012,6,Jun,2012-06-01,4657
Taiwan,2012,6,Jun,2012-06-01,21006
Thailand,2012,6,Jun,2012-06-01,34526
Total International Visitor Arrivals By Place Of Residence,2012,6,Jun,2012-06-01,1157739
USA,2012,6,Jun,2012-06-01,43468
United Arab Emirates,2012,6,Jun,2012-06-01,5716
United Kingdom,2012,6,Jun,2012-06-01,25663
Vietnam,2012,6,Jun,2012-06-01,39560
West Asia,2012,6,Jun,2012-06-01,14077
Africa,2012,7,Jul,2012-07-01,5809
Americas,2012,7,Jul,2012-07-01,55947
Australia,2012,7,Jul,2012-07-01,105570
Bangladesh,2012,7,Jul,2012-07-01,10330
Belgium & Luxembourg,2012,7,Jul,2012-07-01,2884
Brunei Darussalam,2012,7,Jul,2012-07-01,5485
Canada,2012,7,Jul,2012-07-01,7346
China,2012,7,Jul,2012-07-01,201652
Denmark,2012,7,Jul,2012-07-01,3359
Egypt,2012,7,Jul,2012-07-01,315
Europe,2012,7,Jul,2012-07-01,122181
Finland,2012,7,Jul,2012-07-01,1425
France,2012,7,Jul,2012-07-01,15402
Germany,2012,7,Jul,2012-07-01,17784
Greater China,2012,7,Jul,2012-07-01,288258
Hong Kong SAR,2012,7,Jul,2012-07-01,50113
India,2012,7,Jul,2012-07-01,68749
Indonesia,2012,7,Jul,2012-07-01,246772
Iran,2012,7,Jul,2012-07-01,1403
Israel,2012,7,Jul,2012-07-01,1239
Italy,2012,7,Jul,2012-07-01,5403
Japan,2012,7,Jul,2012-07-01,61139
Kuwait,2012,7,Jul,2012-07-01,965
Malaysia,2012,7,Jul,2012-07-01,90449
Mauritius,2012,7,Jul,2012-07-01,615
Myanmar,2012,7,Jul,2012-07-01,7699
Netherlands,2012,7,Jul,2012-07-01,9847
New Zealand,2012,7,Jul,2012-07-01,13772
North Asia,2012,7,Jul,2012-07-01,103740
Norway,2012,7,Jul,2012-07-01,3587
Oceania,2012,7,Jul,2012-07-01,120719
Other Markets In Africa,2012,7,Jul,2012-07-01,2205
Other Markets In Americas,2012,7,Jul,2012-07-01,4336
Other Markets In Europe,2012,7,Jul,2012-07-01,11260
Other Markets In Greater China,2012,7,Jul,2012-07-01,2982
Other Markets In North Asia,2012,7,Jul,2012-07-01,77
Other Markets In Oceania,2012,7,Jul,2012-07-01,1377
Other Markets In South Asia,2012,7,Jul,2012-07-01,1678
Other Markets In Southeast Asia,2012,7,Jul,2012-07-01,4297
Other Markets In West Asia,2012,7,Jul,2012-07-01,2767
Others,2012,7,Jul,2012-07-01,14
Pakistan,2012,7,Jul,2012-07-01,3327
Philippines,2012,7,Jul,2012-07-01,45249
Rep Of Ireland,2012,7,Jul,2012-07-01,1862
Russian Federation,2012,7,Jul,2012-07-01,3848
Saudi Arabia,2012,7,Jul,2012-07-01,2176
South Africa (Rep Of),2012,7,Jul,2012-07-01,2674
South Asia,2012,7,Jul,2012-07-01,89931
South Korea,2012,7,Jul,2012-07-01,42524
Southeast Asia,2012,7,Jul,2012-07-01,481014
Spain,2012,7,Jul,2012-07-01,3663
Sri Lanka,2012,7,Jul,2012-07-01,5847
Sweden,2012,7,Jul,2012-07-01,2430
Switzerland,2012,7,Jul,2012-07-01,8219
Taiwan,2012,7,Jul,2012-07-01,33511
Thailand,2012,7,Jul,2012-07-01,34542
Total International Visitor Arrivals By Place Of Residence,2012,7,Jul,2012-07-01,1283611
USA,2012,7,Jul,2012-07-01,44265
United Arab Emirates,2012,7,Jul,2012-07-01,7448
United Kingdom,2012,7,Jul,2012-07-01,31208
Vietnam,2012,7,Jul,2012-07-01,46521
West Asia,2012,7,Jul,2012-07-01,15998
Africa,2012,8,Aug,2012-08-01,5106
Americas,2012,8,Aug,2012-08-01,46622
Australia,2012,8,Aug,2012-08-01,79292
Bangladesh,2012,8,Aug,2012-08-01,9707
Belgium & Luxembourg,2012,8,Aug,2012-08-01,2692
Brunei Darussalam,2012,8,Aug,2012-08-01,5860
Canada,2012,8,Aug,2012-08-01,6454
China,2012,8,Aug,2012-08-01,206734
Denmark,2012,8,Aug,2012-08-01,1864
Egypt,2012,8,Aug,2012-08-01,258
Europe,2012,8,Aug,2012-08-01,134641
Finland,2012,8,Aug,2012-08-01,992
France,2012,8,Aug,2012-08-01,20864
Germany,2012,8,Aug,2012-08-01,20355
Greater China,2012,8,Aug,2012-08-01,286756
Hong Kong SAR,2012,8,Aug,2012-08-01,48138
India,2012,8,Aug,2012-08-01,63579
Indonesia,2012,8,Aug,2012-08-01,276938
Iran,2012,8,Aug,2012-08-01,1985
Israel,2012,8,Aug,2012-08-01,999
Italy,2012,8,Aug,2012-08-01,11397
Japan,2012,8,Aug,2012-08-01,82747
Kuwait,2012,8,Aug,2012-08-01,1231
Malaysia,2012,8,Aug,2012-08-01,107841
Mauritius,2012,8,Aug,2012-08-01,932
Myanmar,2012,8,Aug,2012-08-01,6527
Netherlands,2012,8,Aug,2012-08-01,8361
New Zealand,2012,8,Aug,2012-08-01,10901
North Asia,2012,8,Aug,2012-08-01,130287
Norway,2012,8,Aug,2012-08-01,1903
Oceania,2012,8,Aug,2012-08-01,91197
Other Markets In Africa,2012,8,Aug,2012-08-01,2075
Other Markets In Americas,2012,8,Aug,2012-08-01,3189
Other Markets In Europe,2012,8,Aug,2012-08-01,11610
Other Markets In Greater China,2012,8,Aug,2012-08-01,3981
Other Markets In North Asia,2012,8,Aug,2012-08-01,157
Other Markets In Oceania,2012,8,Aug,2012-08-01,1004
Other Markets In South Asia,2012,8,Aug,2012-08-01,1734
Other Markets In Southeast Asia,2012,8,Aug,2012-08-01,3332
Other Markets In West Asia,2012,8,Aug,2012-08-01,2847
Others,2012,8,Aug,2012-08-01,47
Pakistan,2012,8,Aug,2012-08-01,1394
Philippines,2012,8,Aug,2012-08-01,45775
Rep Of Ireland,2012,8,Aug,2012-08-01,1661
Russian Federation,2012,8,Aug,2012-08-01,4101
Saudi Arabia,2012,8,Aug,2012-08-01,1785
South Africa (Rep Of),2012,8,Aug,2012-08-01,1841
South Asia,2012,8,Aug,2012-08-01,84393
South Korea,2012,8,Aug,2012-08-01,47383
Southeast Asia,2012,8,Aug,2012-08-01,517640
Spain,2012,8,Aug,2012-08-01,5802
Sri Lanka,2012,8,Aug,2012-08-01,7979
Sweden,2012,8,Aug,2012-08-01,1872
Switzerland,2012,8,Aug,2012-08-01,6816
Taiwan,2012,8,Aug,2012-08-01,27903
Thailand,2012,8,Aug,2012-08-01,38137
Total International Visitor Arrivals By Place Of Residence,2012,8,Aug,2012-08-01,1313604
USA,2012,8,Aug,2012-08-01,36979
United Arab Emirates,2012,8,Aug,2012-08-01,8068
United Kingdom,2012,8,Aug,2012-08-01,34351
Vietnam,2012,8,Aug,2012-08-01,33230
West Asia,2012,8,Aug,2012-08-01,16915
Africa,2012,9,Sep,2012-09-01,5498
Americas,2012,9,Sep,2012-09-01,41010
Australia,2012,9,Sep,2012-09-01,100891
Bangladesh,2012,9,Sep,2012-09-01,10030
Belgium & Luxembourg,2012,9,Sep,2012-09-01,1970
Brunei Darussalam,2012,9,Sep,2012-09-01,4106
Canada,2012,9,Sep,2012-09-01,4858
China,2012,9,Sep,2012-09-01,128830
Denmark,2012,9,Sep,2012-09-01,1885
Egypt,2012,9,Sep,2012-09-01,340
Europe,2012,9,Sep,2012-09-01,113107
Finland,2012,9,Sep,2012-09-01,1586
France,2012,9,Sep,2012-09-01,12529
Germany,2012,9,Sep,2012-09-01,19658
Greater China,2012,9,Sep,2012-09-01,183313
Hong Kong SAR,2012,9,Sep,2012-09-01,34584
India,2012,9,Sep,2012-09-01,58748
Indonesia,2012,9,Sep,2012-09-01,195481
Iran,2012,9,Sep,2012-09-01,1747
Israel,2012,9,Sep,2012-09-01,1171
Italy,2012,9,Sep,2012-09-01,5174
Japan,2012,9,Sep,2012-09-01,65991
Kuwait,2012,9,Sep,2012-09-01,597
Malaysia,2012,9,Sep,2012-09-01,90484
Mauritius,2012,9,Sep,2012-09-01,571
Myanmar,2012,9,Sep,2012-09-01,6502
Netherlands,2012,9,Sep,2012-09-01,6117
New Zealand,2012,9,Sep,2012-09-01,11669
North Asia,2012,9,Sep,2012-09-01,97357
Norway,2012,9,Sep,2012-09-01,2254
Oceania,2012,9,Sep,2012-09-01,113926
Other Markets In Africa,2012,9,Sep,2012-09-01,1948
Other Markets In Americas,2012,9,Sep,2012-09-01,4144
Other Markets In Europe,2012,9,Sep,2012-09-01,10243
Other Markets In Greater China,2012,9,Sep,2012-09-01,1514
Other Markets In North Asia,2012,9,Sep,2012-09-01,119
Other Markets In Oceania,2012,9,Sep,2012-09-01,1366
Other Markets In South Asia,2012,9,Sep,2012-09-01,1629
Other Markets In Southeast Asia,2012,9,Sep,2012-09-01,3220
Other Markets In West Asia,2012,9,Sep,2012-09-01,1684
Others,2012,9,Sep,2012-09-01,239
Pakistan,2012,9,Sep,2012-09-01,1710
Philippines,2012,9,Sep,2012-09-01,46880
Rep Of Ireland,2012,9,Sep,2012-09-01,1421
Russian Federation,2012,9,Sep,2012-09-01,4002
Saudi Arabia,2012,9,Sep,2012-09-01,1080
South Africa (Rep Of),2012,9,Sep,2012-09-01,2639
South Asia,2012,9,Sep,2012-09-01,78515
South Korea,2012,9,Sep,2012-09-01,31247
Southeast Asia,2012,9,Sep,2012-09-01,407516
Spain,2012,9,Sep,2012-09-01,3565
Sri Lanka,2012,9,Sep,2012-09-01,6398
Sweden,2012,9,Sep,2012-09-01,1905
Switzerland,2012,9,Sep,2012-09-01,5931
Taiwan,2012,9,Sep,2012-09-01,18385
Thailand,2012,9,Sep,2012-09-01,34926
Total International Visitor Arrivals By Place Of Residence,2012,9,Sep,2012-09-01,1051348
USA,2012,9,Sep,2012-09-01,32008
United Arab Emirates,2012,9,Sep,2012-09-01,4588
United Kingdom,2012,9,Sep,2012-09-01,34867
Vietnam,2012,9,Sep,2012-09-01,25917
West Asia,2012,9,Sep,2012-09-01,10867
Africa,2012,10,Oct,2012-10-01,4910
Americas,2012,10,Oct,2012-10-01,50635
Australia,2012,10,Oct,2012-10-01,100138
Bangladesh,2012,10,Oct,2012-10-01,9456
Belgium & Luxembourg,2012,10,Oct,2012-10-01,2046
Brunei Darussalam,2012,10,Oct,2012-10-01,5070
Canada,2012,10,Oct,2012-10-01,7002
China,2012,10,Oct,2012-10-01,170529
Denmark,2012,10,Oct,2012-10-01,2517
Egypt,2012,10,Oct,2012-10-01,324
Europe,2012,10,Oct,2012-10-01,124645
Finland,2012,10,Oct,2012-10-01,2541
France,2012,10,Oct,2012-10-01,11328
Germany,2012,10,Oct,2012-10-01,20744
Greater China,2012,10,Oct,2012-10-01,231172
Hong Kong SAR,2012,10,Oct,2012-10-01,38630
India,2012,10,Oct,2012-10-01,72348
Indonesia,2012,10,Oct,2012-10-01,215668
Iran,2012,10,Oct,2012-10-01,575
Israel,2012,10,Oct,2012-10-01,1331
Italy,2012,10,Oct,2012-10-01,4265
Japan,2012,10,Oct,2012-10-01,62436
Kuwait,2012,10,Oct,2012-10-01,550
Malaysia,2012,10,Oct,2012-10-01,93945
Mauritius,2012,10,Oct,2012-10-01,512
Myanmar,2012,10,Oct,2012-10-01,6935
Netherlands,2012,10,Oct,2012-10-01,6884
New Zealand,2012,10,Oct,2012-10-01,11158
North Asia,2012,10,Oct,2012-10-01,97453
Norway,2012,10,Oct,2012-10-01,2907
Oceania,2012,10,Oct,2012-10-01,112576
Other Markets In Africa,2012,10,Oct,2012-10-01,1844
Other Markets In Americas,2012,10,Oct,2012-10-01,5617
Other Markets In Europe,2012,10,Oct,2012-10-01,12362
Other Markets In Greater China,2012,10,Oct,2012-10-01,1557
Other Markets In North Asia,2012,10,Oct,2012-10-01,304
Other Markets In Oceania,2012,10,Oct,2012-10-01,1280
Other Markets In South Asia,2012,10,Oct,2012-10-01,2496
Other Markets In Southeast Asia,2012,10,Oct,2012-10-01,5059
Other Markets In West Asia,2012,10,Oct,2012-10-01,2171
Others,2012,10,Oct,2012-10-01,428
Pakistan,2012,10,Oct,2012-10-01,1368
Philippines,2012,10,Oct,2012-10-01,56058
Rep Of Ireland,2012,10,Oct,2012-10-01,1740
Russian Federation,2012,10,Oct,2012-10-01,4909
Saudi Arabia,2012,10,Oct,2012-10-01,2517
South Africa (Rep Of),2012,10,Oct,2012-10-01,2230
South Asia,2012,10,Oct,2012-10-01,92897
South Korea,2012,10,Oct,2012-10-01,34713
Southeast Asia,2012,10,Oct,2012-10-01,465620
Spain,2012,10,Oct,2012-10-01,3646
Sri Lanka,2012,10,Oct,2012-10-01,7229
Sweden,2012,10,Oct,2012-10-01,3035
Switzerland,2012,10,Oct,2012-10-01,7634
Taiwan,2012,10,Oct,2012-10-01,20456
Thailand,2012,10,Oct,2012-10-01,57136
Total International Visitor Arrivals By Place Of Residence,2012,10,Oct,2012-10-01,1192580
USA,2012,10,Oct,2012-10-01,38016
United Arab Emirates,2012,10,Oct,2012-10-01,5100
United Kingdom,2012,10,Oct,2012-10-01,38087
Vietnam,2012,10,Oct,2012-10-01,25749
West Asia,2012,10,Oct,2012-10-01,12244
Africa,2012,11,Nov,2012-11-01,5397
Americas,2012,11,Nov,2012-11-01,52501
Australia,2012,11,Nov,2012-11-01,83972
Bangladesh,2012,11,Nov,2012-11-01,8922
Belgium & Luxembourg,2012,11,Nov,2012-11-01,2188
Brunei Darussalam,2012,11,Nov,2012-11-01,6194
Canada,2012,11,Nov,2012-11-01,7659
China,2012,11,Nov,2012-11-01,177112
Denmark,2012,11,Nov,2012-11-01,2290
Egypt,2012,11,Nov,2012-11-01,341
Europe,2012,11,Nov,2012-11-01,131485
Finland,2012,11,Nov,2012-11-01,2889
France,2012,11,Nov,2012-11-01,12585
Germany,2012,11,Nov,2012-11-01,20254
Greater China,2012,11,Nov,2012-11-01,235903
Hong Kong SAR,2012,11,Nov,2012-11-01,36704
India,2012,11,Nov,2012-11-01,74794
Indonesia,2012,11,Nov,2012-11-01,229432
Iran,2012,11,Nov,2012-11-01,738
Israel,2012,11,Nov,2012-11-01,1091
Italy,2012,11,Nov,2012-11-01,5298
Japan,2012,11,Nov,2012-11-01,70696
Kuwait,2012,11,Nov,2012-11-01,416
Malaysia,2012,11,Nov,2012-11-01,124008
Mauritius,2012,11,Nov,2012-11-01,1158
Myanmar,2012,11,Nov,2012-11-01,6870
Netherlands,2012,11,Nov,2012-11-01,6638
New Zealand,2012,11,Nov,2012-11-01,8550
North Asia,2012,11,Nov,2012-11-01,104935
Norway,2012,11,Nov,2012-11-01,3502
Oceania,2012,11,Nov,2012-11-01,93865
Other Markets In Africa,2012,11,Nov,2012-11-01,1668
Other Markets In Americas,2012,11,Nov,2012-11-01,4672
Other Markets In Europe,2012,11,Nov,2012-11-01,13562
Other Markets In Greater China,2012,11,Nov,2012-11-01,1864
Other Markets In North Asia,2012,11,Nov,2012-11-01,225
Other Markets In Oceania,2012,11,Nov,2012-11-01,1343
Other Markets In South Asia,2012,11,Nov,2012-11-01,1817
Other Markets In Southeast Asia,2012,11,Nov,2012-11-01,4069
Other Markets In West Asia,2012,11,Nov,2012-11-01,1652
Others,2012,11,Nov,2012-11-01,395
Pakistan,2012,11,Nov,2012-11-01,1395
Philippines,2012,11,Nov,2012-11-01,55125
Rep Of Ireland,2012,11,Nov,2012-11-01,1683
Russian Federation,2012,11,Nov,2012-11-01,6370
Saudi Arabia,2012,11,Nov,2012-11-01,1006
South Africa (Rep Of),2012,11,Nov,2012-11-01,2230
South Asia,2012,11,Nov,2012-11-01,93535
South Korea,2012,11,Nov,2012-11-01,34014
Southeast Asia,2012,11,Nov,2012-11-01,484855
Spain,2012,11,Nov,2012-11-01,3264
Sri Lanka,2012,11,Nov,2012-11-01,6607
Sweden,2012,11,Nov,2012-11-01,3875
Switzerland,2012,11,Nov,2012-11-01,7564
Taiwan,2012,11,Nov,2012-11-01,20223
Thailand,2012,11,Nov,2012-11-01,33908
Total International Visitor Arrivals By Place Of Residence,2012,11,Nov,2012-11-01,1212079
USA,2012,11,Nov,2012-11-01,40170
United Arab Emirates,2012,11,Nov,2012-11-01,4305
United Kingdom,2012,11,Nov,2012-11-01,39523
Vietnam,2012,11,Nov,2012-11-01,25249
West Asia,2012,11,Nov,2012-11-01,9208
Africa,2012,12,Dec,2012-12-01,8884
Americas,2012,12,Dec,2012-12-01,57292
Australia,2012,12,Dec,2012-12-01,103207
Bangladesh,2012,12,Dec,2012-12-01,10096
Belgium & Luxembourg,2012,12,Dec,2012-12-01,1922
Brunei Darussalam,2012,12,Dec,2012-12-01,12353
Canada,2012,12,Dec,2012-12-01,8932
China,2012,12,Dec,2012-12-01,171109
Denmark,2012,12,Dec,2012-12-01,2391
Egypt,2012,12,Dec,2012-12-01,277
Europe,2012,12,Dec,2012-12-01,131438
