year_x,month_x,month_name_x,date,arrivals,year_y,month_y,month_name_y,Available Room Nights,Average Hotel Occupancy Rate,Average Occupancy Rate - Large,Average Occupancy Rate - Medium,Average Occupancy Rate - Small,Average Room Rate,Average Room Rate - Large,Average Room Rate - Medium,Average Room Rate - Small,Gross Lettings,Room Revenue
2053.1094385520346,2.0,Feb,2025-02-01,1377513.0,2025.0,2.0,Feb,1805690.0,83.8,84.4,81.5,85.0,274.4,301.3,252.8,138.5,1513710.0,418034.3
2008.0,4.0,Apr,2008-04-01,829438.0,,4.0,Apr,870588.0,83.0,83.8,80.0,80.5,251.6,274.2,200.5,105.7,722829.0,184276.3
2016.0,10.0,Oct,2016-10-01,1237675.0,2016.0,10.0,Oct,1690949.0,80.5,83.3,76.1,69.5,218.6,238.3,184.8,130.4,1360435.0,297339.9
2012.0,6.0,Jun,2012-06-01,1157739.0,2012.0,6.0,Jun,1250524.0,86.5,88.5,84.7,75.5,244.3,267.4,200.5,138.7,1081840.0,264327.5
2019.0,,Feb,2019-02-01,1499051.0,2019.0,2.0,Feb,1658376.0,88.5,90.9,87.4,73.0,224.1,239.2,203.5,,1467338.0,328912.2
2025.0,4.0,Apr,2025-04-01,1403644.0,,4.0,Apr,1936839.0,78.6,78.2,77.5,83.7,262.3,289.7,240.6,135.2,1522404.0,402259.3
2022.0,9.0,Sep,2022-09-01,782215.0,2022.0,9.0,Sep,1639052.0,82.8,82.8,82.3,84.4,283.7,301.9,281.8,,1357836.0,386781.0
2025.0,9.0,Sep,2025-09-01,1254346.0,,9.0,Sep,1964400.0,81.0,81.6,78.2,82.9,272.9,296.2,255.2,151.8,1591488.0,436605.4
2012.0,2.0,Feb,2012-02-01,1134554.0,2012.0,2.0,Feb,1191532.0,88.5,90.3,85.8,79.4,251.2,275.7,202.0,137.9,1054454.0,264886.8
2014.0,9.0,Sep,2014-09-01,1098626.0,2014.0,9.0,Sep,1433528.0,82.6,86.5,,66.0,255.7,280.9,217.8,144.1,1183472.0,302642.7
2010.0,11.0,Nov,2010-11-01,964170.0,2010.0,11.0,Nov,1185688.0,87.0,88.7,86.0,75.6,215.9,233.8,181.9,124.1,1031973.0,223472.1
2008.0,8.0,Aug,2008-08-01,850016.0,2008.0,8.0,Aug,906200.0,79.8,80.9,76.6,74.9,230.5,246.0,198.2,108.8,723528.0,166743.0
2017.0,3.0,Mar,2017-03-01,1480161.0,,3.0,Mar,1705750.0,84.7,87.1,82.2,72.9,214.6,234.2,184.6,124.2,1444293.0,310003.4
2015.0,8.0,Aug,2015-08-01,1445062.0,2015.0,8.0,Aug,1553284.0,90.7,92.5,89.0,82.1,,255.6,202.7,131.9,1408604.0,
2014.0,12.0,Dec,2014-12-01,1360541.0,2014.0,12.0,Dec,1500726.0,81.1,,76.3,70.9,242.9,264.5,217.4,137.9,1217475.0,295745.6
2024.0,12.0,Dec,2024-12-01,1390641.0,2024.0,12.0,Dec,1986279.0,75.1,74.6,74.3,80.4,275.3,302.8,,141.9,1491949.0,414055.5
-2025.0,5.0,May,2025-05-01,,,,May,2011548.0,79.7,79.5,78.4,83.7,264.1,292.2,238.1,136.9,1602449.0,
2015.0,6.0,Jun,2015-06-01,1184747.0,2015.0,6.0,Jun,1462047.0,83.8,86.4,80.6,73.9,227.6,250.2,196.6,127.2,1224995.0,278802.6
2008.0,9.0,Sep,2008-09-01,745794.0,2008.0,9.0,Sep,883702.0,73.8,75.5,68.0,67.6,298.6,323.1,231.9,,652343.0,194819.3
2009.0,2.0,Feb,2009-02-01,689935.0,2009.0,2.0,Feb,,74.4,77.6,67.0,58.5,202.6,214.2,174.0,116.9,629067.0,127432.3
2012.0,12.0,Dec,2012-12-01,1360536.0,2012.0,12.0,Dec,1332988.0,,84.1,,77.4,243.3,262.3,221.1,141.9,1105045.0,268803.5
2024.0,5.0,May,2024-05-01,1277160.0,2024.0,5.0,May,1977619.0,78.8,78.3,78.8,82.3,270.7,298.7,249.3,135.7,1557641.0,425027.7
2018.0,,Dec,2018-12-01,1603217.0,2018.0,12.0,Dec,1837453.0,80.7,82.5,79.5,,222.0,237.5,201.8,,1483662.0,329307.6
2009.0,6.0,Jun,2009-06-01,750404.0,2009.0,6.0,Jun,920686.0,75.0,78.0,67.6,62.7,175.5,186.8,149.3,98.4,690753.0,121273.2
2021.0,11.0,Nov,2021-11-01,41179.0,2021.0,11.0,Nov,743198.0,,78.2,74.3,82.4,174.0,185.8,209.2,103.4,579783.0,101263.9
,1.0,Jan,2014-01-01,1345842.0,2014.0,,Jan,1437661.0,80.2,83.9,74.7,65.8,238.1,256.8,210.9,135.9,1152949.0,274572.7
2024.0,9.0,Sep,2024-09-01,,2024.0,9.0,Sep,1933137.0,83.1,83.2,81.7,85.2,,343.5,288.2,165.0,1606398.0,506961.5
2019.0,,Mar,2019-03-01,1564664.0,2019.0,3.0,Mar,1828569.0,84.3,86.8,81.9,71.1,214.8,231.9,186.0,132.6,1541773.0,331225.1
2024.0,-1.0,Jan,2024-01-01,1419956.0,2024.0,1.0,Jan,1961247.0,78.0,77.5,77.4,,268.8,294.3,250.0,144.4,1530018.0,414240.8
-481.1398053480415,6.0,Jun,2019-06-01,1551847.0,2019.0,6.0,Jun,1761383.0,86.1,88.2,84.4,74.9,210.6,226.2,186.9,131.3,1517318.0,319771.6
2013.0,24.84014933996225,Apr,2013-04-01,1274246.0,2013.0,4.0,Apr,1326088.0,83.4,85.2,82.9,72.5,236.3,257.3,202.6,138.4,1106136.0,261385.8
2012.0,,Jul,2012-07-01,1283611.0,2012.0,7.0,Jul,1293178.0,90.0,91.3,,82.8,238.0,259.0,202.5,140.5,1163585.0,276940.4
2016.0,12.0,Dec,2016-12-01,,2016.0,12.0,Dec,1688321.0,79.6,81.5,77.3,71.2,217.2,240.8,176.7,131.0,1344107.0,298052.6
2012.0,3.0,Mar,2012-03-01,1243133.0,2012.0,3.0,Mar,1270625.0,87.2,89.2,84.1,77.9,239.6,262.0,194.1,134.9,1108491.0,266131.2
2022.0,7.0,Jul,2022-07-01,726739.0,2022.0,7.0,Jul,1542167.0,79.1,,76.4,85.6,258.5,277.4,259.3,142.3,1220488.0,316633.3
2023.0,11.0,Nov,2023-11-01,1100459.0,2023.0,11.0,Nov,1872902.0,78.3,77.9,78.3,80.7,267.2,292.4,252.0,141.0,1466392.0,
2023.0,-10.0,Oct,2023-10-01,1125964.0,2023.0,10.0,Oct,,77.7,77.0,78.6,80.4,267.6,291.5,254.6,143.4,,401077.4
1999.90637880823,6.965790299693298,Jul,2013-07-01,1428445.52793619,2002.3405846441278,6.973718050046831,Jul,1382606.8973339128,88.00842554388325,,87.17272780939723,75.8975071525497,231.08118964991303,251.90426229413936,193.02970375889032,138.62275481859177,1200774.8634693257,277227.10621021356
,10.0,Oct,2024-10-01,1314493.0,2024.0,10.0,Oct,1969791.0,81.2,81.4,79.5,83.6,270.4,297.2,247.7,144.0,1599072.0,435596.4
2022.0,2.0,Feb,2022-02-01,67765.0,2022.0,2.0,Feb,886503.0,62.7,60.1,61.6,74.2,193.1,215.8,204.4,107.4,555599.0,107563.2
2012.0,11.0,Nov,2012-11-01,1212079.0,2012.0,11.0,Nov,1291686.0,88.3,89.9,86.1,81.0,241.5,263.1,209.2,136.6,1140291.0,275382.6
2012.0,1.0,Jan,2012-01-01,1198507.0,2012.0,1.0,Jan,1271372.0,81.0,83.7,76.8,68.6,234.5,,197.0,135.0,1030023.0,241543.9
2015.0,5.0,May,2015-05-01,1222836.0,2015.0,5.0,May,1497890.0,82.5,84.2,81.0,74.8,224.1,248.0,189.9,124.8,1236380.0,
2009.0,10.0,Oct,2009-10-01,844953.0,2009.0,,Oct,1007103.0,81.7,84.6,75.9,65.3,,188.1,159.7,99.9,822554.0,146802.0
2012.0,10.0,Oct,2012-10-01,1192580.0,2012.0,10.0,Oct,1318609.0,85.8,,83.3,75.3,244.3,263.5,217.3,139.8,1131439.0,276371.8
2021.0,5.0,May,2021-05-01,,2021.0,5.0,May,943499.0,52.9,53.5,46.1,58.2,,149.8,177.6,71.2,499484.0,69425.8
2016.0,5.0,May,2016-05-01,1357543.0,2016.0,5.0,May,1556056.0,83.0,84.9,,75.8,218.3,237.7,186.0,137.2,1292030.0,282056.9
2023.0,8.0,Aug,2023-08-01,1312693.0,,8.0,Aug,1853198.0,86.3,85.9,86.7,87.8,276.9,301.8,260.4,155.0,1598823.0,447521.0
2023.0,12.0,Dec,2023-12-01,1231565.0,2023.0,12.0,Dec,1927619.0,73.9,72.7,75.8,78.2,276.5,,262.5,,1425456.0,397733.2
2018.0,10.0,Oct,2018-10-01,1467380.0,2018.0,10.0,Oct,1833163.0,86.4,88.7,84.1,74.5,219.4,235.6,196.9,133.8,1583262.0,347408.2
2011.0,2.0,Feb,2011-02-01,990118.0,2011.0,2.0,Feb,,82.9,84.4,82.2,71.9,221.7,242.1,178.6,125.5,921218.0,204522.6
2021.0,2.0,Feb,2021-02-01,3615303.6688108942,2021.0,2.0,Feb,957525.0,44.2,43.8,42.6,47.5,152.4,161.1,190.8,78.8,422936.0,64460.5
2025.0,12.0,Dec,2025-12-01,1363999.0,2025.0,12.0,Dec,2020636.0,76.5,77.0,73.0,80.9,280.4,,258.3,145.7,1545544.0,436211.7
2008.0,2.0,Feb,2008-02-01,813028.0,2008.0,2.0,Feb,845049.0,79.0,79.2,78.3,78.6,254.3,277.6,204.7,104.5,667755.0,171955.1
2012.0,5.0,May,2012-05-01,1146448.0,2012.0,5.0,May,1278977.0,83.6,85.6,80.9,74.1,238.5,259.5,202.4,136.2,1068702.0,
2020.0,6.0,Jun,2020-06-01,2171.0,2020.0,6.0,Jun,,57.0,61.5,46.7,52.1,64.9,65.9,72.5,50.9,514964.0,33441.7
2018.0,11.0,Nov,2018-11-01,1406985.0,2018.0,11.0,Nov,1771864.0,84.9,87.3,83.0,72.3,218.6,235.7,194.3,127.8,1505190.0,329039.9
2020.0,8.0,Aug,2020-08-01,8912.0,2020.0,8.0,Aug,817726.0,64.8,63.9,66.8,65.6,121.0,124.3,149.0,72.6,529518.0,64049.2
2016.0,8.0,Aug,2016-08-01,1481876.0,2016.0,8.0,Aug,1658092.0,87.2,89.6,84.0,77.5,224.0,245.1,191.4,129.8,1446341.0,323993.8
2016.0,-0.967833338184126,Apr,2016-04-01,1393972.0,2016.0,4.0,Apr,1515327.0,85.0,87.3,81.8,,224.7,243.9,196.2,132.4,1287304.0,289765.2
2017.0,9.0,Sep,2017-09-01,1320050.0,2017.0,9.0,Sep,1695038.0,84.3,86.8,82.1,72.1,229.1,250.8,193.3,134.1,1429542.0,327636.3
2015.0,4.0,Apr,2015-04-01,1208624.0,2015.0,4.0,Apr,1449362.0,80.8,83.1,79.5,69.0,228.5,251.5,193.3,,1171392.0,267758.5
2024.0,11.0,Nov,2024-11-01,1234698.0,2024.0,11.0,Nov,1921285.0,81.7,81.9,80.3,83.7,267.6,,243.3,141.2,1569936.0,422875.3
2014.0,3.0,Mar,2014-03-01,1297551.0,,3.0,Mar,1428323.0,85.5,88.6,82.0,70.7,245.4,266.4,210.4,140.9,1221204.0,300339.7
2064.0258128728738,11.0,Nov,2025-11-01,1293401.0,2025.0,11.0,Nov,1964675.0,85.0,85.8,81.9,86.4,271.0,,,140.2,,454900.5
2025.0,7.0,Jul,2025-07-01,1680771.0,2025.0,7.0,Jul,2049047.0,91.3,91.3,90.8,92.0,274.1,299.6,255.9,145.0,1870769.0,517268.7
,2.0,Feb,2018-02-01,1491970.0,2018.0,2.0,Feb,1587414.0,88.0,90.4,86.5,74.3,224.3,239.1,206.4,139.9,1396835.0,313245.2
2035.932760360193,9.0632113669535,Sep,2025-09-01,1252438.009605971,,9.024832942796875,Sep,1955542.1374991569,81.36371729926576,81.33435468065684,78.34975413888753,82.80451567468495,271.65092270841797,294.36548448734015,254.92618240051274,152.2097386984144,1601731.021875825,435579.606791929
2009.0,9.0,Sep,2009-09-01,26282.48429692152,2009.0,9.0,Sep,963285.0,76.7,80.2,67.9,63.7,199.4,212.2,172.6,104.5,739059.0,147376.9
2023.0,9.0,Sep,2023-09-01,1130762.0,2023.0,9.0,Sep,1839821.0,82.7,82.1,83.9,84.0,314.5,343.6,296.3,168.8,1521047.0,482855.9
,,Dec,2013-12-01,,2013.0,12.0,Dec,1430856.0,80.8,82.9,78.4,70.9,241.9,258.7,,142.7,1156600.0,279971.6
2016.0,11.0,Nov,2016-11-01,1235433.0,2016.0,11.0,Nov,1632444.0,81.5,84.9,76.4,68.7,215.0,234.5,180.4,126.1,1330693.0,286621.0
2009.0,3.0,Mar,2009-03-01,791236.0,2009.0,3.0,Mar,938508.0,72.9,75.4,66.6,63.3,196.4,209.8,163.3,114.9,684534.0,134475.6
2015.0,9.0,Sep,2015-09-01,1131976.0,2015.0,9.0,Sep,1509870.0,81.4,84.2,76.8,71.7,246.4,270.3,211.0,134.8,1229213.0,302844.6
2022.0,12.0,Dec,2022-12-01,931441.0,2022.0,12.0,Dec,1653139.0,78.2,77.6,78.2,82.1,287.3,301.8,296.1,170.1,1292305.0,371353.5
2016.0,7.0,Jul,2016-07-01,1622405.0,2016.0,7.0,Jul,1651550.0,,92.0,89.1,83.0,218.7,238.8,189.9,130.7,1493918.0,326777.7
