year_x,month_x,month_name_x,date,arrivals,year_y,month_y,month_name_y,Available Room Nights,Average Hotel Occupancy Rate,Average Occupancy Rate - Large,Average Occupancy Rate - Medium,Average Occupancy Rate - Small,Average Room Rate,Average Room Rate - Large,Average Room Rate - Medium,Average Room Rate - Small,Gross Lettings,Room Revenue
2013.0,3.0,Mar,2013-03-01,1368891.0,,3.0,Mar,1352033.0,87.2,89.5,84.1,77.1,238.9,259.0,208.0,138.3,1179190.0,281744.7
2018.0,9.0,Sep,2018-09-01,,2018.0,9.0,Sep,1770305.0,85.3,87.9,83.8,70.6,229.0,245.3,206.3,139.0,1510715.0,345938.6
2025.0,,Mar,2025-03-01,1296605.0,2025.0,3.0,Mar,1986544.0,76.1,76.1,74.3,80.7,264.4,288.3,247.8,147.1,1512670.0,402339.5
2022.0,5.0,May,2022-05-01,418458.0,2022.0,5.0,May,1422659.0,72.8,72.0,70.9,81.4,223.4,244.1,219.5,121.9,1035300.0,
2013.0,11.0,Nov,2013-11-01,1184002.0,2013.0,11.0,Nov,1387511.0,85.3,88.0,83.2,71.1,238.9,260.8,201.3,,1184077.0,282871.2
2022.0,8.0,Aug,2022-08-01,728744.0,2022.0,8.0,Aug,1614058.0,77.1,77.5,74.3,81.0,,266.4,246.2,143.8,1245159.0,311521.3
2013.0,5.0,May,2013-05-01,1288282.0,2013.0,5.0,May,1370627.0,83.7,85.8,82.0,72.3,236.2,257.1,201.4,138.7,,270986.3
2011.0,9.0,Sep,2011-09-01,1033747.0,2011.0,9.0,Sep,1231051.0,83.9,86.8,78.8,71.8,256.3,279.0,209.7,147.1,1032771.0,264679.1
2020.0,5.0,May,2020-05-01,880.0,2020.0,5.0,May,1001913.0,59.3,62.5,54.7,,64.5,64.2,,,593689.0,38270.2
2011.0,5.0,May,2011-05-01,1054104.0,2011.0,5.0,May,1209670.0,84.4,85.3,83.2,79.9,230.5,250.5,196.6,126.5,1021540.0,235525.5
2018.0,4.0,Apr,2018-04-01,5493447.496467913,2018.0,4.0,Apr,,85.2,87.0,83.6,76.2,219.8,236.5,198.6,132.6,1495282.0,328990.2
2009.0,12.0,Dec,2009-12-01,972233.0,2009.0,12.0,Dec,1011345.0,79.9,81.6,76.3,72.1,173.2,182.7,,102.3,808403.0,140046.4
2022.0,3.0,Mar,2022-03-01,121207.0,2022.0,3.0,Mar,1319142.0,60.6,,61.7,73.1,192.3,211.1,196.7,107.1,799174.0,154392.1
2022.0,11.0,Nov,2022-11-01,816340.0,2022.0,11.0,Nov,1612464.0,85.8,86.3,83.3,88.2,281.5,297.7,,,1383855.0,389568.2
2014.0,10.0,Oct,2014-10-01,1203527.0,2014.0,10.0,Oct,1491828.0,84.8,88.2,82.1,69.3,237.8,259.3,207.7,140.2,1264826.0,300834.1
2011.0,,Apr,2011-04-01,1103320.0,2011.0,4.0,Apr,1173176.0,85.7,,85.7,80.9,226.5,246.2,194.1,124.7,1005640.0,227818.4
2026.0,1.0,Jan,2026-01-01,,2026.0,1.0,Jan,2034797.0,81.6,82.3,78.2,84.1,,297.3,246.2,141.1,1659737.0,451740.4
2011.0,12.0,Dec,2011-12-01,1216637.0,2011.0,12.0,Dec,1269619.0,82.3,84.1,79.1,74.7,236.1,254.5,207.4,136.1,1044875.0,246644.7
2015.0,11.0,Nov,2015-11-01,1203992.0,2015.0,11.0,Nov,1518158.0,82.9,85.5,79.6,72.0,227.8,248.8,196.1,,1259304.0,286892.2
2022.0,6.0,Jun,2022-06-01,543733.0,2022.0,6.0,Jun,,78.1,,75.8,84.8,241.5,256.9,,132.9,1163500.0,282461.0
2011.0,8.0,Aug,2011-08-01,1178511.0,2011.0,8.0,Aug,1267432.0,83.0,85.2,79.5,73.1,226.4,246.0,190.4,131.3,1051400.0,238108.2
2020.0,,Feb,2020-02-01,732966.0,2020.0,2.0,Feb,1694775.0,49.1,49.5,,45.7,224.3,240.0,203.3,154.0,831421.0,186474.1
