arrivals_ma_3,arrivals_ma_6,arrivals_to_Available Room Nights_ratio,arrivals_lag_1,Gross Lettings,Average Occupancy Rate - Large,Average Occupancy Rate - Medium,arrivals_lag_3,Average Hotel Occupancy Rate,Room Revenue,is_peak_season
-2.3796389805096227,-2.4346119455389377,-2.2359162739526908,-2.1617504388345874,-1.6946498017637233,-2.1696772271557476,-1.8003072584053639,-2.252370939618659,-2.0816474033460683,-1.8249254914238555,-0.7004041959724747
-0.6278738674950413,-0.6055951401697258,0.5753483553770461,-0.5603626751790629,-1.1776568266094714,-0.08302840166408086,0.14313493436970512,-0.4323015278097182,0.022938223853013206,-0.7978384781362178,1.427747014866968
0.3740376542364195,0.5379553165473532,0.568459532218953,0.20615072645057303,0.04968491610065432,0.2015954790508948,-0.6283077681058947,0.1649731065219417,-0.1803215550314059,0.078815525589426,-0.7004041959724747
-2.3796389805096227,-2.4928602478977964,-2.2403421737934233,-2.1617504388345874,-1.716932751589882,-2.1696772271557476,-2.0228388071964,-2.252370939618659,-2.0816474033460683,-1.8110003439125386,-0.7004041959724747
0.9303891254159822,0.872290718391157,0.24125493378607568,0.8540135638903739,0.7218135562550558,0.6712248822306043,0.5585271587796429,0.8495982591114944,0.649655875413302,0.29294484922390185,-0.7004041959724747
0.055976597652441076,-0.7505660654290405,0.24125493378607568,0.24886265450615164,1.4558946166820343,1.0696983152315698,1.7750329588373193,-2.252370939618659,1.5304482505791166,1.8687210163143357,1.427747014866968
0.47845667492873706,0.664675025724779,-0.136805240305315,0.11878213773806316,0.630222350509287,0.1162083148364009,-0.4206116559009269,1.168869689816354,-0.12950661031030172,0.28469682854394085,-0.7004041959724747
0.6840960686835695,0.9106408658214281,0.18157767960450166,0.6836864887424372,0.8643919788117348,0.7139184643378502,0.6475397782960572,1.0268727953153314,0.6665941903203384,0.4191519543876763,-0.7004041959724747
-0.6764856019482759,-0.6999562708266239,0.24125493378607568,-0.4413664779734644,-1.4419492873866084,-1.9615460143829206,-2.0228388071964,-0.570053497563055,-2.0816474033460683,-1.2541762055645247,-0.7004041959724747
-0.09644301743629982,-0.1535801851968576,0.34407246593534546,0.08272692656203003,-0.39490805783540556,0.07351473272915494,0.528856285607504,-0.2787058882111499,0.12456811329522155,-0.4100540014180503,-0.7004041959724747
0.5396654434570631,0.8265005676362537,-0.2466999917230918,0.31705079839452255,0.998193202271897,-1.1219055662737436,-0.6876495144501724,0.22303656845226547,-1.0441756152901864,1.340143251605097,1.427747014866968
0.9088325853700404,0.6502229097968781,3.2764383026234074,-0.12253970888827292,-0.12813660490031076,0.30832943431901066,0.4695145392632262,0.3848183665865142,0.7512857648555128,-0.05578790366309305,-0.7004041959724747
0.40173811938700815,0.4616257764670362,0.6270088845435705,0.5601839370275178,0.014679644217797633,1.2831662257678016,0.5733625953657112,0.2270700343094996,1.1069903779032444,0.24983829316721148,-0.7004041959724747
1.0252085893814984,0.8829291759137784,-0.45940934364274244,1.1365554289726008,1.2766992975438713,-0.12572198377132882,-0.10906748759347204,0.3220038283090189,-0.0448150357751273,1.5440595343932315,-0.7004041959724747
0.31902541222367453,0.39092108960599004,0.12156733512648717,0.01938639509727821,0.362712236253988,0.8135368225880921,0.4695145392632262,0.687452031825616,0.5988409306921979,0.31629449750558986,-0.7004041959724747
0.7891382755573403,0.7867788126440989,0.7281000809740298,0.39543730379864794,1.0037023846184197,1.3543221959465455,1.5079951002880716,0.6834185659683819,0.2685437900050171,0.5508996387320365,1.427747014866968
0.39314200484284273,0.3736813289163615,0.2470298760648946,0.5923387452471823,0.20074395404194997,0.34390741940838265,-0.15357379735167928,0.22657738008600029,-0.010938405961057046,0.1880735405652263,-0.7004041959724747
-0.346215396502662,-0.42191879587730147,0.5584590876889786,-0.3130119387334605,-0.6711198262794731,0.898923986802584,1.4634887905298644,-0.39120651705681614,1.1239286928102807,-0.7161567585924337,1.427747014866968
-1.2664805460727824,-1.9013990072828355,-1.0372303854284644,-1.1903921943562628,0.2386563058933374,0.30832943431901066,-0.37610534614271757,-2.208169282826247,-0.3666430190087911,0.4591649375087072,1.427747014866968
-0.7549235410138336,-1.058462433540577,-0.9999043474205825,-0.6727787197807596,0.8268153821058947,0.30121383730113466,0.5436917221935723,-0.8459871035386253,0.5310876710640597,1.2833086830560825,-0.7004041959724747
0.28104237507911217,0.27900001624885185,0.8677636040287041,0.14869908155819597,-0.024894695604049142,0.94161756890983,1.1519446222224117,0.22303656845226547,1.0900520629962105,0.024472273450157393,-0.7004041959724747
-0.8293541359486564,-0.6814307332323585,-0.5575037437258635,-2.1617504388345874,0.9420885174509361,-0.3391898943075606,0.2914893002303973,-0.3846580401408047,-0.09562998049623148,1.1475432423384007,-0.7004041959724747
-0.1550478161880727,-0.1250475506462751,0.3878786094401786,0.24886265450615164,-0.3231668078793199,0.4782092239668482,0.5746660404146244,-0.10531634672869802,0.5147093774869064,-0.25378499270374594,-0.7004041959724747
-0.22017840052873075,-0.3054794115977493,0.13764820837742464,0.01155715102501619,-0.5493134553939897,-0.09725959569983085,0.09862862461149577,-0.3512250398227824,-0.14644492521733565,-0.4341632525252147,-0.7004041959724747
0.7874237104833689,0.7357512246953786,0.24125493378607568,0.8577652133969202,0.5284157944602402,0.14467070290789888,-0.5689660217616191,0.37730707685014786,0.2685437900050171,0.4595863362190311,-0.7004041959724747
0.5382576530239616,-0.6230233917144841,0.24125493378607568,0.4876688177899056,1.0796082291480351,-0.05456601359258491,0.7365523978124738,0.22303656845226547,0.24313631764446622,1.9622977543894449,-0.7004041959724747
